cas,chem_name,group,latin_name,strain,test_type,test_statistic,duration_h,effect_value
7447394,Copper(II) chloride,ALGAE,Macrocystis pyrifera,NA,C,NOEC,48,0.01
7447394,Copper(II) chloride,ALGAE,Macrocystis pyrifera,NA,C,NOEC,456,0.018
7447394,Copper(II) chloride,ALGAE,Macrocystis pyrifera,NA,C,NOEC,48,0.018
7447394,Copper(II) chloride,ALGAE,Macrocystis pyrifera,NA,A,IC50,48,0.111
7447394,Copper(II) chloride,FISH,Arius felis,NA,A,LC50,96,2.4
7447394,Copper(II) chloride,FISH,Archosargus probatocephalus,NA,A,LC50,96,1.14
7447394,Copper(II) chloride,FISH,Lagodon rhomboides,NA,A,LC50,96,2.75
7447394,Copper(II) chloride,FISH,Micropogonias undulatus,NA,A,LC50,96,5.66
7447394,Copper(II) chloride,FISH,Lepomis macrochirus,NA,A,LC50,96,0.9
7447394,Copper(II) chloride,FISH,Lepomis macrochirus,NA,A,LC50,96,1.1
7447394,Copper(II) chloride,ALGAE,Parachlorella kessleri,NA,C,IC10,96,2.02
7447394,Copper(II) chloride,ALGAE,Parachlorella kessleri,NA,C,IC10,96,2.42
7447394,Copper(II) chloride,ALGAE,Parachlorella kessleri,NA,A,IC50,96,2.96
7447394,Copper(II) chloride,ALGAE,Parachlorella kessleri,NA,A,IC50,96,3.76
7447394,Copper(II) chloride,ALGAE,Parachlorella kessleri,NA,C,IC10,96,1.21
7447394,Copper(II) chloride,ALGAE,Parachlorella kessleri,NA,C,IC10,96,1.26
7447394,Copper(II) chloride,ALGAE,Parachlorella kessleri,NA,C,IC10,96,1.57
7447394,Copper(II) chloride,ALGAE,Parachlorella kessleri,NA,C,IC10,96,1.63
7447394,Copper(II) chloride,ALGAE,Parachlorella kessleri,NA,A,IC50,96,10.6
7447394,Copper(II) chloride,ALGAE,Parachlorella kessleri,NA,A,IC50,96,11.4
7447394,Copper(II) chloride,ALGAE,Parachlorella kessleri,NA,A,IC50,96,4.32
7447394,Copper(II) chloride,ALGAE,Parachlorella kessleri,NA,A,IC50,96,4.5
7447394,Copper(II) chloride,FISH,Lepomis macrochirus,NA,A,LC50,48,0.89
7447394,Copper(II) chloride,FISH,Lepomis macrochirus,NA,A,LC50,96,0.71
7447394,Copper(II) chloride,FISH,Oryzias latipes,NA,A,LC50,48,0.49
7447394,Copper(II) chloride,FISH,Oryzias latipes,NA,A,LC50,48,1.1
7447394,Copper(II) chloride,FISH,Oryzias latipes,NA,A,LC50,48,1.2
7447394,Copper(II) chloride,FISH,Tilapia sparrmanii,NA,A,LC50,96,9.16
7447394,Copper(II) chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.0563
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.00502
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.00538
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.207
7447394,Copper(II) chloride,FISH,Pimephales promelas,NA,A,LC50,96,0.0174
7447394,Copper(II) chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.0135
7447394,Copper(II) chloride,FISH,Pimephales promelas,NA,A,LC50,96,0.18
7447394,Copper(II) chloride,FISH,Pimephales promelas,NA,A,LC50,96,0.197
7447394,Copper(II) chloride,FISH,Pimephales promelas,NA,A,LC50,96,0.25
7447394,Copper(II) chloride,FISH,Pimephales promelas,NA,A,LC50,96,0.262
7447394,Copper(II) chloride,FISH,Pimephales promelas,NA,A,LC50,96,0.3
7447394,Copper(II) chloride,FISH,Pimephales promelas,NA,A,LC50,96,0.315
7447394,Copper(II) chloride,FISH,Pimephales promelas,NA,A,LC50,96,0.473
7447394,Copper(II) chloride,FISH,Pimephales promelas,NA,A,LC50,96,0.544
7447394,Copper(II) chloride,FISH,Pimephales promelas,NA,A,LC50,96,0.684
7447394,Copper(II) chloride,FISH,Pimephales promelas,NA,A,LC50,96,0.769
7447394,Copper(II) chloride,FISH,Pimephales promelas,NA,A,LC50,96,0.906
7447394,Copper(II) chloride,FISH,Pimephales promelas,NA,A,LC50,96,1.39
7447394,Copper(II) chloride,FISH,Pimephales promelas,NA,A,LC50,96,1.87
7447394,Copper(II) chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.00668
7447394,Copper(II) chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.00956
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0104
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0145
7447394,Copper(II) chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.0149
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0177
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0203
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0231
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0248
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0262
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0293
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0298
7447394,Copper(II) chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.03
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0363
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.037
7447394,Copper(II) chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.0379
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0395
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0441
7447394,Copper(II) chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.0566
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0585
7447394,Copper(II) chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.0767
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0774
7447394,Copper(II) chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.0782
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0785
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0792
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.131
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.148
7447394,Copper(II) chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.149
7447394,Copper(II) chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.2
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.257
7447394,Copper(II) chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.267
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.279
7447394,Copper(II) chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.302
7447394,Copper(II) chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.376
7447394,Copper(II) chloride,INVERT,Gammarus pulex,NA,A,LC50,96,0.24
7447394,Copper(II) chloride,INVERT,Echinogammarus berilloni,NA,A,LC50,96,0.38
7447394,Copper(II) chloride,INVERT,Monhystera disjuncta,NA,A,LC50,96,2.4
7447394,Copper(II) chloride,FISH,Oncorhynchus tshawytscha,NA,A,LC50,168,0.0276
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.0034
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,168,0.0048
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,168,0.0051
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.0056
7447394,Copper(II) chloride,FISH,Oncorhynchus tshawytscha,NA,A,LC50,168,0.007
7447394,Copper(II) chloride,FISH,Oncorhynchus tshawytscha,NA,A,LC50,96,0.0074
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.008
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,168,0.0091
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,168,0.0099
7447394,Copper(II) chloride,FISH,Oncorhynchus tshawytscha,NA,A,LC50,168,0.0119
7447394,Copper(II) chloride,FISH,Oncorhynchus tshawytscha,NA,A,LC50,96,0.0125
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,168,0.0132
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.0133
7447394,Copper(II) chloride,FISH,Oncorhynchus tshawytscha,NA,A,LC50,168,0.0136
7447394,Copper(II) chloride,FISH,Oncorhynchus tshawytscha,NA,A,LC50,96,0.0143
7447394,Copper(II) chloride,FISH,Oncorhynchus tshawytscha,NA,A,LC50,168,0.0149
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,168,0.0152
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,168,0.0159
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.0163
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,168,0.0166
7447394,Copper(II) chloride,FISH,Oncorhynchus tshawytscha,NA,A,LC50,168,0.0166
7447394,Copper(II) chloride,FISH,Oncorhynchus tshawytscha,NA,A,LC50,168,0.0182
7447394,Copper(II) chloride,FISH,Oncorhynchus tshawytscha,NA,A,LC50,96,0.0183
7447394,Copper(II) chloride,FISH,Oncorhynchus tshawytscha,NA,A,LC50,96,0.0185
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.0192
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.021
7447394,Copper(II) chloride,FISH,Oncorhynchus tshawytscha,NA,A,LC50,168,0.0364
7447394,Copper(II) chloride,FISH,Oncorhynchus tshawytscha,NA,A,LC50,96,0.0411
7447394,Copper(II) chloride,FISH,Oncorhynchus tshawytscha,NA,A,LC50,168,0.0457
7447394,Copper(II) chloride,FISH,Oncorhynchus tshawytscha,NA,A,LC50,96,0.046
7447394,Copper(II) chloride,FISH,Oncorhynchus tshawytscha,NA,A,LC50,96,0.101
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,168,0.0101
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.0131
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,168,0.0145
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,168,0.0152
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,168,0.0159
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.0161
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.0172
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.0211
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,168,0.0319
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.0328
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.0393
7447394,Copper(II) chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,168,0.0434
7447394,Copper(II) chloride,ALGAE,Chlorella vulgaris,NA,A,EC50,72,7
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,96,0.00142
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,24,0.0197
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,48,0.00551
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,72,0.0126
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,24,0.0127
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,24,0.0128
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,24,0.00142
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,24,0.00287
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,96,0.0033
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,48,0.00373
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,72,0.00492
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,24,0.00593
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,48,0.00603
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,96,0.00606
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,24,0.00624
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,24,0.00649
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,96,0.00748
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,24,0.00809
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,48,0.00809
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,72,0.00809
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,24,0.0101
7447394,Copper(II) chloride,INVERT,Moina irrasa,NA,A,LC50,48,0.0118
7447394,Copper(II) chloride,INVERT,Daphnia magna,NA,A,EC50,96,0.352
7447394,Copper(II) chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.634
7447394,Copper(II) chloride,INVERT,Daphnia magna,NA,A,EC50,96,0.00928
7447394,Copper(II) chloride,INVERT,Daphnia magna,NA,A,EC50,96,0.0789
7447394,Copper(II) chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.102
7447394,Copper(II) chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.0145
7447394,Copper(II) chloride,INVERT,Hyalella azteca,NA,A,EC50,96,0.0903
7447394,Copper(II) chloride,INVERT,Hyalella azteca,NA,A,EC50,96,0.281
7447394,Copper(II) chloride,INVERT,Hyalella azteca,NA,A,EC50,96,0.391
10099748,Lead(II) nitrate,FISH,Cyprinus carpio,NA,A,LC50,96,0.44
10099748,Lead(II) nitrate,FISH,Cyprinus carpio,NA,A,LC50,96,0.8
10099748,Lead(II) nitrate,FISH,Cyprinus carpio,NA,A,LC50,96,0.44
10099748,Lead(II) nitrate,FISH,Cyprinus carpio,NA,A,LC50,96,1.33
10099748,Lead(II) nitrate,ALGAE,Ulva pertusa,NA,C,NOEC,120,0.625
10099748,Lead(II) nitrate,ALGAE,Ulva pertusa,NA,A,EC50,120,0.877
10099748,Lead(II) nitrate,INVERT,Daphnia magna,NA,A,LC50,48,88.9
10099748,Lead(II) nitrate,FISH,Tilapia hornorum,NA,A,LC50,96,202
10099748,Lead(II) nitrate,FISH,Oreochromis niloticus,NA,C,NOEL,336,6.62
10099748,Lead(II) nitrate,FISH,Oreochromis niloticus,NA,C,NOEC,336,6.62
10099748,Lead(II) nitrate,FISH,Barbus arulius,NA,A,LC50,96,400
10099748,Lead(II) nitrate,INVERT,Dreissena polymorpha,NA,A,EC50,96,0.37
10099748,Lead(II) nitrate,INVERT,Asellus meridianus,NA,A,LC50,48,0.28
10099748,Lead(II) nitrate,FISH,Gila elegans,NA,A,LC50,96,170
10099748,Lead(II) nitrate,FISH,Ptychocheilus lucius,NA,A,LC50,96,170
10099748,Lead(II) nitrate,FISH,Xyrauchen texanus,NA,A,LC50,96,170
10099748,Lead(II) nitrate,FISH,Thymallus arcticus,NA,A,LC50,96,0.32
10099748,Lead(II) nitrate,FISH,Oncorhynchus kisutch,NA,A,LC50,96,4.18
10099748,Lead(II) nitrate,FISH,Thymallus arcticus,NA,A,LC50,96,12
10099748,Lead(II) nitrate,FISH,Oncorhynchus kisutch,NA,A,LC50,96,21.7
10099748,Lead(II) nitrate,FISH,Oncorhynchus mykiss,NA,A,LC50,96,30
10099748,Lead(II) nitrate,FISH,Oncorhynchus kisutch,NA,A,LC50,96,4.18
10099748,Lead(II) nitrate,FISH,Oncorhynchus kisutch,NA,A,LC50,96,7
10099748,Lead(II) nitrate,INVERT,Crassostrea virginica,NA,A,LC50,48,2.45
10099748,Lead(II) nitrate,INVERT,Mercenaria mercenaria,NA,A,LC50,48,0.78
10099748,Lead(II) nitrate,INVERT,Aplexa hypnorum,NA,A,LC50,96,1.34
10099748,Lead(II) nitrate,INVERT,Gammarus pseudolimnaeus,NA,A,LC50,96,0.14
10099748,Lead(II) nitrate,INVERT,Tanytarsus dissimilis,NA,A,LC50,72,224
10099748,Lead(II) nitrate,ALGAE,Chlorella vulgaris,NA,A,IC50,72,0.53
10099748,Lead(II) nitrate,ALGAE,Chlorella vulgaris,NA,A,IC50,96,0.57
10099748,Lead(II) nitrate,ALGAE,Chlorella vulgaris,NA,A,IC50,72,1.83
10099748,Lead(II) nitrate,ALGAE,Chlorella vulgaris,NA,A,IC50,96,2.2
10099748,Lead(II) nitrate,FISH,Menidia beryllina,NA,A,LC50,96,3.14
10099748,Lead(II) nitrate,FISH,Anabas scandens,NA,A,LC50,360,40
10099748,Lead(II) nitrate,INVERT,Daphnia magna,NA,A,LC50,48,0.517
10099748,Lead(II) nitrate,INVERT,Daphnia magna,NA,A,LC50,48,0.843
10099748,Lead(II) nitrate,INVERT,Daphnia magna,NA,A,LC50,48,1.58
10099748,Lead(II) nitrate,FISH,Lates calcarifer,NA,A,LC50,96,128.74
10099748,Lead(II) nitrate,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.209
10099748,Lead(II) nitrate,INVERT,Daphnia carinata,NA,A,LC50,48,0.444
10099748,Lead(II) nitrate,INVERT,Ceriodaphnia dubia,NA,C,NOEC,168,0.0021
10099748,Lead(II) nitrate,INVERT,Ceriodaphnia dubia,NA,C,NOEC,168,0.009
10099748,Lead(II) nitrate,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,96,1.78
10099748,Lead(II) nitrate,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,96,0.91
10099748,Lead(II) nitrate,FISH,Gibelion catla,NA,A,LC50,96,0.09
10099748,Lead(II) nitrate,FISH,Gibelion catla,NA,A,LC50,96,0.17
10099748,Lead(II) nitrate,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,96,0.24
10099748,Lead(II) nitrate,FISH,Gibelion catla,NA,A,LC50,96,0.26
10099748,Lead(II) nitrate,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,96,0.39
10099748,Lead(II) nitrate,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,96,0.57
10099748,Lead(II) nitrate,FISH,Gibelion catla,NA,A,LC50,96,0.58
10099748,Lead(II) nitrate,FISH,Gibelion catla,NA,A,LC50,96,0.97
10099748,Lead(II) nitrate,FISH,Gibelion catla,NA,A,LC50,96,1.04
10099748,Lead(II) nitrate,FISH,Gibelion catla,NA,A,LC50,96,1.09
10099748,Lead(II) nitrate,FISH,Gibelion catla,NA,A,LC50,96,1.14
10099748,Lead(II) nitrate,FISH,Gibelion catla,NA,A,LC50,96,1.18
10099748,Lead(II) nitrate,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,96,1.19
10099748,Lead(II) nitrate,FISH,Gibelion catla,NA,A,LC50,96,1.24
10099748,Lead(II) nitrate,FISH,Gibelion catla,NA,A,LC50,96,1.26
10099748,Lead(II) nitrate,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,96,1.35
10099748,Lead(II) nitrate,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,96,1.4
10099748,Lead(II) nitrate,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,96,1.41
10099748,Lead(II) nitrate,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,96,1.44
10099748,Lead(II) nitrate,FISH,Gibelion catla,NA,A,LC50,96,1.45
10099748,Lead(II) nitrate,FISH,Gibelion catla,NA,A,LC50,96,1.46
10099748,Lead(II) nitrate,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,96,1.47
10099748,Lead(II) nitrate,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,96,1.58
10099748,Lead(II) nitrate,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,96,1.89
10099748,Lead(II) nitrate,FISH,Gibelion catla,NA,A,LC50,96,2.21
10099748,Lead(II) nitrate,FISH,Cyprinus carpio ssp. communis,NA,A,LC50,96,3.53
10099748,Lead(II) nitrate,FISH,Oncorhynchus mykiss,NA,A,LC50,96,1.17
10099748,Lead(II) nitrate,FISH,Oncorhynchus mykiss,NA,A,LC50,96,1
10099748,Lead(II) nitrate,FISH,Oncorhynchus mykiss,NA,A,LC50,96,1.38
10099748,Lead(II) nitrate,ALGAE,Chlorella vulgaris,NA,C,NOEC,120,2
10099748,Lead(II) nitrate,FISH,Liza vaigiensis,NA,A,LC50,96,98
10099748,Lead(II) nitrate,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0264
10099748,Lead(II) nitrate,FISH,Pimephales promelas,NA,A,LC50,48,0.61
10099748,Lead(II) nitrate,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.128
10099748,Lead(II) nitrate,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.187
10099748,Lead(II) nitrate,FISH,Pimephales promelas,NA,A,LC50,48,0.114
10099748,Lead(II) nitrate,FISH,Pimephales promelas,NA,A,LC50,48,0.13
10099748,Lead(II) nitrate,FISH,Pimephales promelas,NA,A,LC50,48,0.283
10099748,Lead(II) nitrate,FISH,Pimephales promelas,NA,A,LC50,48,2.48
10099748,Lead(II) nitrate,FISH,Pimephales promelas,NA,A,LC50,48,2.76
10099748,Lead(II) nitrate,FISH,Pimephales promelas,NA,A,LC50,48,2.91
10099748,Lead(II) nitrate,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0291
10099748,Lead(II) nitrate,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0294
10099748,Lead(II) nitrate,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0461
10099748,Lead(II) nitrate,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0809
10099748,Lead(II) nitrate,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.105
10099748,Lead(II) nitrate,FISH,Fundulus heteroclitus,NA,A,LC50,96,315
10099748,Lead(II) nitrate,FISH,Salvelinus fontinalis,NA,A,LC50,96,3.12
10099748,Lead(II) nitrate,INVERT,Daphnia magna,NA,A,EC50,48,1.815
10099748,Lead(II) nitrate,INVERT,Ceriodaphnia dubia,NA,A,EC50,48,1.878
10099748,Lead(II) nitrate,INVERT,Daphnia pulex,NA,A,EC50,48,2.003
10099748,Lead(II) nitrate,INVERT,Daphnia pulex,NA,A,EC50,48,2
10099748,Lead(II) nitrate,INVERT,Daphnia magna,NA,A,EC50,48,1.82
10099748,Lead(II) nitrate,INVERT,Ceriodaphnia dubia,NA,A,EC50,48,1.88
10099748,Lead(II) nitrate,FISH,Poecilia reticulata,NA,A,LC50,96,12.5
10099748,Lead(II) nitrate,FISH,Poecilia reticulata,NA,A,LC50,96,15.5
10099748,Lead(II) nitrate,FISH,Poecilia reticulata,NA,A,LC50,96,7.3
10099748,Lead(II) nitrate,INVERT,Artemia sp,NA,A,LC50,24,1.4
10099748,Lead(II) nitrate,FISH,Oncorhynchus mykiss,NA,A,LC50,96,140
10099748,Lead(II) nitrate,FISH,Oncorhynchus mykiss,NA,A,LC50,96,550
10099748,Lead(II) nitrate,FISH,Oncorhynchus mykiss,NA,C,NOEC,8400,0.0037
10099748,Lead(II) nitrate,FISH,Oncorhynchus mykiss,NA,C,NOEC,10080,0.0042
10099748,Lead(II) nitrate,FISH,Oncorhynchus mykiss,NA,A,LC50,96,1.17
10099748,Lead(II) nitrate,FISH,Oncorhynchus mykiss,NA,A,LC50,96,1.32
10099748,Lead(II) nitrate,FISH,Oncorhynchus mykiss,NA,A,LC50,96,1.47
10099748,Lead(II) nitrate,FISH,Cyprinus carpio,NA,A,LC50,72,8
10099748,Lead(II) nitrate,FISH,Salmo salar,NA,C,MATC,2640,0.031622777
10099748,Lead(II) nitrate,FISH,Salmo salar,NA,A,LC50,96,0.7
10099748,Lead(II) nitrate,FISH,Salmo salar,NA,A,LC50,720,0.06
10099748,Lead(II) nitrate,INVERT,Daphnia magna,NA,A,EC50,24,18.2
10099748,Lead(II) nitrate,FISH,Oncorhynchus mykiss,NA,A,LC50,96,8
10099748,Lead(II) nitrate,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,2.82
10099748,Lead(II) nitrate,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.411
10099748,Lead(II) nitrate,INVERT,Ceriodaphnia dubia,NA,A,LC50,24,0.818
10099748,Lead(II) nitrate,FISH,Salvelinus fontinalis,NA,A,LC50,96,4.1
10099748,Lead(II) nitrate,FISH,Heteropneustes fossilis,NA,A,LC50,96,105
10099748,Lead(II) nitrate,FISH,Tilapia mossambica,NA,A,LC50,96,94.96
10099748,Lead(II) nitrate,FISH,Oreochromis mossambicus,NA,A,LC50,96,105
10099748,Lead(II) nitrate,FISH,Oreochromis mossambicus,NA,A,LC50,96,95
10099748,Lead(II) nitrate,FISH,Oncorhynchus mykiss,NA,A,LC50,48,1
10099748,Lead(II) nitrate,AMPHIB,Rana hexadactyla,NA,A,LC50,96,33.28
10099748,Lead(II) nitrate,FISH,Tanichthys albonubes,NA,A,LC50,48,17
10099748,Lead(II) nitrate,FISH,Tanichthys albonubes,NA,A,LC50,48,95
10099748,Lead(II) nitrate,FISH,Carassius auratus,NA,A,LC50,96,37
10099748,Lead(II) nitrate,INVERT,Daphnia magna,NA,A,LC50,48,0.15
10099748,Lead(II) nitrate,INVERT,Artemia franciscana,NA,A,LC50,24,0.0207
10099748,Lead(II) nitrate,ALGAE,Anabaena sp,NA,A,EC50,96,15
10099748,Lead(II) nitrate,INVERT,Mytilus edulis,NA,A,EC50,48,0.476
10099748,Lead(II) nitrate,INVERT,Cancer magister,NA,A,LC50,96,0.575
10099748,Lead(II) nitrate,INVERT,Crassostrea gigas,NA,A,EC50,96,0.758
10099748,Lead(II) nitrate,INVERT,Daphnia curvirostris,NA,A,EC50,24,2.5
10099748,Lead(II) nitrate,INVERT,Caridina nilotica,NA,A,LC50,96,53.5
10099748,Lead(II) nitrate,INVERT,Procambarus clarkii,NA,A,LC50,96,751.57
10099748,Lead(II) nitrate,INVERT,Spisula solidissima,NA,A,LC50,96,5.4
10099748,Lead(II) nitrate,INVERT,Argopecten irradians,NA,A,LC50,96,8.6
10099748,Lead(II) nitrate,FISH,Clarias lazera,NA,A,LC50,96,1.72
10099748,Lead(II) nitrate,FISH,Tilapia nilotica,NA,A,LC50,96,2.15
10099748,Lead(II) nitrate,INVERT,Lethocerus sp,NA,A,LC50,96,1.36
10099748,Lead(II) nitrate,INVERT,Chironomus tentans,NA,A,LC50,96,1.77
10099748,Lead(II) nitrate,FISH,Clarias lazera,NA,A,LC50,48,1.91
10099748,Lead(II) nitrate,FISH,Oreochromis niloticus,NA,A,LC50,96,2.15
10099748,Lead(II) nitrate,FISH,Oreochromis niloticus,NA,A,LC50,48,3.34
10099748,Lead(II) nitrate,AMPHIB,Bufo arenarum,NA,A,LC50,96,0.650384502
10099748,Lead(II) nitrate,INVERT,Moina macrocopa,NA,A,LC50,48,0.755
